"","NCT.Number","Recruitment","Conditions","Interventions","Sponsor.Collaborators","Phases","Enrollment","Funded.Bys","Study.Type","Start.Date","Completion.Date","country","start_year","Completion_year","start_month","Completion_month","duration","ROR"
"122","NCT01199432","Completed","Breast Cancer","Drug: 5-FU（intravenous infusion）+epirubicin+cyclophosphamide|Drug: 5-FU（intravenous bolus）+epirubicin+cyclophosphamide|Drug: epirubicin+cyclophosphamide","Tao OUYANG","Phase 4","501","Other","Interventional","October 2010","December 2014","China","2010","2014","10","12","50","10.02"
"123","NCT01083641","Terminated","Breast Cancer","Drug: Estradiol","University of Wisconsin, Madison","Phase 2","17","Other","Interventional","January 2010","March 2015","United States of America","2010","2015","1","3","62","0.274193548387097"
"124","NCT00830544","Unknown status","Breast Cancer","Drug: Neoadjuvant chemotherapy|Drug: Chemotherapy","Auxilio Mutuo Cancer Center","Phase 2","54","Other|Industry","Interventional","July 2008","December 2012","Puerto Rico","2008","2012","7","12","53","1.0188679245283"
"125","NCT01365845","Active, not recruiting","Breast Cancer","Radiation: Photon|Radiation: 3D-Proton/Conventional plan or 3D-proton only","University of Florida","NA","18","Other","Interventional","April 2012","January 2019","United States of America","2012","2019","4","1","81","0.222222222222222"
"126","NCT02839668","Recruiting","Breast Cancer","Drug: Lidocaine|Drug: Sevoflurane|Drug: TIVA-TCI|Drug: Acetaminophen|Drug: Tramadol|Drug: Neostigmine|Drug: Atropine|Device: BIS","Iuliu Hatieganu University of Medicine and Pharmacy","Phase 2","120","Other","Interventional","August 2016","December 2018","Romania","2016","2018","8","12","28","4.28571428571429"
"127","NCT01300351","Completed","Breast Cancer","Drug: Fulvestrant|Drug: Placebo","AstraZeneca","Phase 3","249","Industry","Interventional","March 2011","March 2014","China","2011","2014","3","3","36","6.91666666666667"
"128","NCT00770055","Completed","Breast Cancer","Other: medical chart review|Other: questionnaire administration|Other: survey administration|Procedure: psychosocial assessment and care","University of Medicine and Dentistry of New Jersey","NA","70","Other|NIH","Interventional","November 2001","January 2011","United States of America","2001","2011","11","1","110","0.636363636363636"
"129","NCT02610621","Withdrawn","Breast Cancer","Procedure: Lumpectomy without sentinel node biopsy","Cedars-Sinai Medical Center","Phase 2","0","Other","Interventional","December 2015","April 2020","United States of America","2015","2020","12","4","52","0"
"130","NCT02946619","Completed","Breast Cancer","Behavioral: Self-Regulation Condition|Behavioral: Enhanced self-Regulation Condition","University of Houston","NA","136","Other","Interventional","June 2012","March 2016","United States of America","2012","2016","6","3","45","3.02222222222222"
"131","NCT01234402","Completed","Breast Cancer","Biological: Ramucirumab DP|Biological: IMC-18F1|Drug: Capecitabine","Eli Lilly and Company","Phase 2","153","Industry","Interventional","March 2011","July 2017","Canada","2011","2017","3","7","76","2.01315789473684"
"132","NCT01043055","Unknown status","Breast Cancer","NA","Hadassah Medical Organization","NA","140","Other","Observational","January 2010","January 2011","Israel","2010","2011","1","1","12","11.6666666666667"
"133","NCT02210546","Unknown status","Breast Cancer","Other: Magnetic Resonance Imaging (MRI)|Other: Mammography (Mx) + ultrasonography (US)","Prof. Paolo Bruzzi","NA","2000","Other","Interventional","May 2013","September 2016","Italy","2013","2016","5","9","40","50"
"134","NCT02313051","Unknown status","Breast Cancer","Drug: Everolimus|Drug: Goserelin|Drug: Letrozole","Chinese Academy of Medical Sciences","Phase 2","200","Other|Industry","Interventional","December 2014","December 2017","China","2014","2017","12","12","36","5.55555555555556"
"135","NCT00841399","Completed","Breast Cancer","Biological: E75 + GM-CSF vaccine","COL George Peoples, MD, FACS","Phase 1|Phase 2","100","U.S. Fed","Interventional","July 2001","March 2013","United States of America","2001","2013","7","3","140","0.714285714285714"
"136","NCT01282580","Completed","Breast Cancer","Dietary Supplement: Lovaza-Omega 3 fatty acid capsules|Other: Dietary fish (canned salmon, albacore)","Ohio State University Comprehensive Cancer Center","Phase 1","25","Other","Interventional","July 2010","August 2014","United States of America","2010","2014","7","8","49","0.510204081632653"
"137","NCT00898937","Terminated","Breast Cancer","Genetic: microarray analysis|Procedure: breast biopsy","Georgetown University","NA","100","Other|NIH","Observational","September 1999","December 2017","United States of America","1999","2017","9","12","219","0.45662100456621"
"138","NCT02547961","Completed","Breast Cancer","Biological: HER-2-targeting CAR T Cells infusion","Fuda Cancer Hospital, Guangzhou","Phase 1|Phase 2","60","Other","Interventional","September 2015","August 15, 2017","China","2015","2017","9","8","23","2.60869565217391"
"139","NCT00984490","Terminated","Breast Cancer","Drug: metformin hydrochloride|Other: laboratory biomarker analysis","Vanderbilt-Ingram Cancer Center","NA","5","Other|NIH","Interventional","September 2009","July 2011","United States of America","2009","2011","9","7","22","0.227272727272727"
"140","NCT00462891","Completed","Breast Cancer","Other: IT System","Massachusetts General Hospital","NA","6730","Other|NIH","Interventional","March 2007","null","United States of America","2007","NA","3","NA","NA","NA"
"141","NCT00828074","Completed","Breast Cancer","Drug: sorafenib tosylate|Drug: vinorelbine ditartrate","City of Hope Medical Center","Phase 1|Phase 2","46","Other|NIH","Interventional","November 2008","April 2014","United States of America","2008","2014","11","4","65","0.707692307692308"
"142","NCT01672021","Active, not recruiting","Breast Cancer","Procedure: PET/MRI","New York University School of Medicine","NA","81","Other","Interventional","July 2012","December 2017","United States of America","2012","2017","7","12","65","1.24615384615385"
"143","NCT00897338","Completed","Breast Cancer","Other: flow cytometry|Other: fluorescence activated cell sorting|Other: immunohistochemistry staining method|Other: immunologic technique|Other: biomarker analysis","Sidney Kimmel Comprehensive Cancer Center","NA","43","Other|NIH","Observational","August 2007","January 2014","United States of America","2007","2014","8","1","77","0.558441558441558"
"144","NCT02725541","Withdrawn","Breast Cancer","Drug: Trastuzumab emtansine","Jenny C. Chang, MD","Phase 2","0","Other|Industry","Interventional","March 2016","May 2019","United States of America","2016","2019","3","5","38","0"
"145","NCT02582801","Recruiting","Breast Cancer","Drug: 18F-Alfatide Ⅱ PET/CT","Jiang Wu","Phase 1","200","Other","Interventional","October 2015","September 2020","China","2015","2020","10","9","59","3.38983050847458"
"146","NCT02352025","Recruiting","Breast Cancer","Drug: S-equol","The University of Texas Health Science Center at San Antonio","Early Phase 1","45","Other","Interventional","April 15, 2015","March 2018","United States of America","2015","2018","4","3","35","1.28571428571429"
"147","NCT00813878","Terminated","Breast Cancer","Genetic: protein analysis|Genetic: protein expression analysis|Genetic: proteomic profiling|Other: diagnostic laboratory biomarker analysis|Other: immunohistochemistry staining method|Other: liquid chromatography|Other: mass spectrometry|Procedure: fine-needle aspiration|Procedure: needle biopsy|Procedure: radiomammography","City of Hope Medical Center","NA","126","Other|NIH","Observational","July 2001","September 2012","United States of America","2001","2012","7","9","134","0.940298507462687"
"148","NCT00849459","Completed","Breast Cancer","Biological: adenovirus-mediated human interleukin-12","Max Sung","Phase 1","3","Other","Interventional","August 2008","June 2011","United States of America","2008","2011","8","6","34","0.0882352941176471"
"149","NCT03241810","Recruiting","Breast Cancer","Drug: Seribantumab|Drug: Fulvestrant|Drug: Placebo","Merrimack Pharmaceuticals","Phase 2","80","Industry","Interventional","August 15, 2017","September 2020","United States of America","2017","2020","8","9","37","2.16216216216216"
"150","NCT01484041","Terminated","Breast Cancer","Drug: Dovitinib|Drug: Aromatase Inhibitors","Georgetown University","Phase 1|Phase 2","12","Other|Industry","Interventional","April 2012","December 2017","United States of America","2012","2017","4","12","68","0.176470588235294"
"151","NCT00817531","Terminated","Breast Cancer","Drug: Dasatinib","Baylor Breast Care Center","Phase 2","22","Other","Interventional","December 2008","February 2011","United States of America","2008","2011","12","2","26","0.846153846153846"
"152","NCT01938157","Completed","Breast Cancer","Procedure: Diffusion-weighted MR imaging","University of North Carolina, Chapel Hill","NA","55","Other","Interventional","August 2013","March 9, 2017","United States of America","2013","2017","8","3","43","1.27906976744186"
"153","NCT01857193","Active, not recruiting","Breast Cancer","Drug: LEE011|Drug: Exemestane|Drug: Everolimus","Novartis Pharmaceuticals","Phase 1","132","Industry","Interventional","September 6, 2013","September 28, 2018","Spain","2013","2018","9","9","60","2.2"
"154","NCT02215876","Withdrawn","Breast Cancer","Drug: Doxorubicin|Drug: Cyclophosphamide|Drug: Eribulin","Sidney Kimmel Comprehensive Cancer Center","Phase 2","0","Other","Interventional","September 2014","March 2020","Singapore","2014","2020","9","3","66","0"
"155","NCT03214419","Completed","Breast Cancer","NA","University Hospital, Montpellier","NA","10","Other","Observational","February 1, 2017","September 1, 2017","France","2017","2017","2","9","7","1.42857142857143"
"156","NCT00691509","Unknown status","Breast Cancer","Genetic: gene expression analysis|Genetic: polymorphism analysis|Other: high performance liquid chromatography|Other: laboratory biomarker analysis|Other: mass spectrometry|Other: questionnaire administration","University College London Hospitals","NA","2300","Other","Observational","January 2005","null","United Kingdom","2005","NA","1","NA","NA","NA"
"157","NCT01783444","Active, not recruiting","Breast Cancer","Drug: Capecitabine|Drug: Exemestane|Drug: Everolimus","Novartis Pharmaceuticals","Phase 2","317","Industry","Interventional","February 26, 2013","April 30, 2018","United Kingdom","2013","2018","2","4","62","5.11290322580645"
"158","NCT01694225","Active, not recruiting","Breast Cancer","Other: bubble packaging for monthly prescription","James Graham Brown Cancer Center","NA","87","Other","Interventional","July 2012","January 2018","United States of America","2012","2018","7","1","66","1.31818181818182"
"159","NCT00896376","Completed","Breast Cancer","Biological: trastuzumab|Other: laboratory biomarker analysis|Other: pharmacological study","Centre Antoine Lacassagne","NA","49","Other","Interventional","December 2005","September 2010","France","2005","2010","12","9","57","0.859649122807018"
"160","NCT02023359","Completed","Breast Cancer","Drug: Everolimus and exemestane","Novartis Healthcare A/S","NA","7","Industry","Observational","December 2013","April 2015","Denmark","2013","2015","12","4","16","0.4375"
"161","NCT02890082","Recruiting","Breast Cancer","Drug: Tamoxifen stim in early follicular phase|Drug: Tamoxifen stim in late follicular phase|Drug: Tamoxifen stim in luteal phase","Institut Cancerologie de l'Ouest","Phase 2","100","Other","Interventional","February 2014","February 2023","France","2014","2023","2","2","108","0.925925925925926"
"162","NCT02295059","Recruiting","Breast Cancer","Dietary Supplement: omega 3 fatty acids","Ohio State University Comprehensive Cancer Center","Phase 1","80","Other|NIH","Interventional","August 2014","January 2019","United States of America","2014","2019","8","1","53","1.50943396226415"
"163","NCT00757211","Unknown status","Breast Cancer","Genetic: polymorphism analysis|Other: laboratory biomarker analysis|Other: questionnaire administration","Cancer Research UK","NA","6000","Other","Observational","February 2008","null","United Kingdom","2008","NA","2","NA","NA","NA"
"164","NCT00953537","Completed","Breast Cancer","Drug: capecitabine|Other: laboratory biomarker analysis|Other: pharmacological study","Centre Antoine Lacassagne","NA","303","Other","Interventional","January 2009","February 2011","France","2009","2011","1","2","25","12.12"
"165","NCT00994968","Unknown status","Breast Cancer","Drug: cyclophosphamide|Drug: docetaxel|Drug: doxorubicin hydrochloride|Drug: tegafur-gimeracil-oteracil potassium|Procedure: neoadjuvant therapy|Procedure: therapeutic conventional surgery","Yonsei University","Phase 2","49","Other","Interventional","July 2009","null","South Korea","2009","NA","7","NA","NA","NA"
